time,sigma,output_effective_labor,capital_effective_labor,consumption_effective_labor,wage_productivity,ai_services_effective_labor,capability,ai_service_price,output_per_person_growth,wage_growth,consumption_per_person_growth,net_interest,labor_income_share,inference_output_share,research_output_share,profit_output_share,seed_time,capability_frontier_ratio,ai_services_counterfactual_ratio
-2.819999999999993,1.5,241465012.97091734,538444044.6340536,20109041.16482922,266727.7065873831,161867760386.76724,1002.185120714239,0.0009978196436276347,0.05802991730973436,0.04203755154130073,0.05798836587478375,0.09798836587478375,0.0011046225840573788,0.6688953774159425,0.0,0.0,187.18,0.9,1.0
-2.8000000000000114,1.5,241697074.5055374,538962675.5987141,20128350.366179205,266898.6668025683,162023410026.43033,1002.185120714239,0.0009978196436276347,0.05802958664778801,0.04203732534520716,0.05798804851973246,0.09798804851973246,0.001104269331139354,0.6688957306688607,0.0,0.0,187.2,0.9,1.0
-2.780000000000001,1.5,241929357.46471316,539481802.1649847,20147677.98084402,267069.7353873763,162179208236.11325,1002.185120714239,0.0009978196436276347,0.058029256094602216,0.042037099223578366,0.05798773126908854,0.09798773126908854,0.0011039161934959874,0.668896083806504,0.0,0.0,187.22,0.9,1.0
-2.759999999999991,1.5,242161862.05869877,540001424.8039309,20167024.026301023,267240.9124101172,162335155156.92307,1002.185120714239,0.0009978196436276347,0.05802892565014054,0.04203687317638936,0.0579874141228171,0.0979874141228171,0.001103563171088185,0.6688964368289118,0.0,0.0,187.24,0.9,1.0
-2.740000000000009,1.5,242394588.4979424,540521543.9870607,20186388.52004413,267412.19793914055,162491250930.10156,1002.185120714239,0.0009978196436276347,0.0580285953143646,0.042036647203613824,0.057987097080881254,0.09798709708088126,0.00110321026387687,0.6688967897361231,0.0,0.0,187.26,0.9,1.0
-2.719999999999999,1.5,242627536.99309924,541042160.1863393,20205771.479583964,267583.5920428436,162647495697.0262,1002.185120714239,0.0009978196436276347,0.05802826508723805,0.042036421305226834,0.057986780143246146,0.09798678014324615,0.001102857471822971,0.6688971425281769,0.0,0.0,187.28,0.9,1.0
-2.6999999999999886,1.5,242860707.7550164,541563273.8741672,20225172.922447514,267755.0947896624,162803889599.20496,1002.185120714239,0.0009978196436276347,0.05802793496872298,0.042036195481202375,0.05798646330987533,0.09798646330987533,0.001102504794887438,0.6688974952051124,0.0,0.0,187.3,0.9,1.0
-2.680000000000007,1.5,243094100.9947441,542084885.5234008,20244592.86617852,267926.7062480778,162960432778.28262,1002.185120714239,0.0009978196436276347,0.058027604958781426,0.04203596973151443,0.057986146580732416,0.09798614658073242,0.0011021522330312338,0.6688978477669687,0.0,0.0,187.32,0.9,1.0
-2.6599999999999966,1.5,243327716.92353514,542606995.607343,20264031.32833733,268098.42648661544,163117125376.0372,1002.185120714239,0.0009978196436276347,0.05802727505737763,0.042035744056138476,0.05798582995578307,0.09798582995578307,0.0011017997862153301,0.6688982002137845,0.0,0.0,187.34,0.9,1.0
-2.6399999999999864,1.5,243561555.75283724,543129604.599745,20283488.32650078,268270.2555738411,163273967534.3821,1002.185120714239,0.0009978196436276347,0.05802694526447267,0.04203551845504781,0.05798551343498986,0.09798551343498986,0.0011014474544007175,0.6688985525455992,0.0,0.0,187.36,0.9,1.0
-2.6200000000000045,1.5,243795617.69430104,543652712.9748056,20302963.878262572,268442.1935783656,163430959395.3629,1002.185120714239,0.0009978196436276347,0.058026615580029674,0.04203529292821716,0.05798519701831736,0.09798519701831736,0.0011010952375484012,0.6688989047624516,0.0,0.0,187.38,0.9,1.0
-2.5999999999999943,1.5,244029902.95977765,544176321.2071729,20322458.001232777,268614.24056884303,163588101101.16098,1002.185120714239,0.0009978196436276347,0.058026286004011766,0.042035067475621225,0.05798488070573026,0.09798488070573026,0.0011007431356193976,0.6688992568643805,0.0,0.0,187.4,0.9,1.0
-2.5800000000000125,1.5,244264411.7613198,544700429.7719508,20341970.713038508,268786.3966139707,163745392794.0941,1002.185120714239,0.0009978196436276347,0.05802595653638111,0.04203484209723408,0.05798456449719213,0.09798456449719213,0.0011003911485747348,0.6688996088514252,0.0,0.0,187.42,0.9,1.0
-2.5600000000000023,1.5,244499144.3111801,545225039.1446902,20361502.031323347,268958.66178248887,163902834616.6131,1002.185120714239,0.0009978196436276347,0.05802562717710039,0.04203461679303009,0.05798424839266705,0.09798424839266705,0.0011000392763754574,0.6688999607236245,0.0,0.0,187.44,0.9,1.0
-2.539999999999992,1.5,244734100.82180986,545750149.8013862,20381051.97374746,269131.03614318115,164060426711.30276,1002.185120714239,0.0009978196436276347,0.058025297926132195,0.042034391562983664,0.05798393239211918,0.09798393239211918,0.0010996875189826292,0.6689003124810173,0.0,0.0,187.46,0.9,1.0
-2.5200000000000102,1.5,244969281.50586665,546275762.2184938,20400620.557988,269303.5197648744,164218169220.8846,1002.185120714239,0.0009978196436276347,0.05802496878344025,0.04203416640706987,0.05798361649551367,0.09798361649551367,0.0010993358763573182,0.6689006641236426,0.0,0.0,187.48,0.9,1.0
-2.5,1.5,245204686.57620788,546801876.872923,20420207.80173903,269476.1127164419,164376062288.2178,1002.185120714239,0.0009978196436276347,0.05802463974898621,0.04203394132526243,0.057983300702813566,0.09798330070281357,0.0010989843484606086,0.6689010156515394,0.0,0.0,187.5,0.9,1.0
-2.4799999999999898,1.5,245440316.24588907,547328494.2420188,20439813.722710565,269648.8150667946,164534106056.28976,1002.185120714239,0.0009978196436276347,0.058024310822734224,0.04203371631753675,0.057982985013984516,0.09798298501398452,0.0010986329352536072,0.6689013670647463,0.0,0.0,187.52,0.9,1.0
-2.460000000000008,1.5,245676170.72817108,547855614.803598,20459438.338630255,269821.62688489055,164692300668.23105,1002.185120714239,0.0009978196436276347,0.05802398200464551,0.04203349138386626,0.05798266942898916,0.09798266942898916,0.0010982816366974211,0.6689017183633025,0.0,0.0,187.54,0.9,1.0
-2.4399999999999977,1.5,245912250.2365177,548383239.0359226,20479081.667242337,269994.5482397335,164850646267.30493,1002.185120714239,0.0009978196436276347,0.05802365329468375,0.04203326652422604,0.057982353947792574,0.09798235394779257,0.0010979304527531798,0.6689020695472468,0.0,0.0,187.56,0.9,1.0
-2.4199999999999875,1.5,246148554.98459142,548911367.4177023,20498743.726307403,270167.5792003647,165009142996.90805,1002.185120714239,0.0009978196436276347,0.05802332469281212,0.042033041738590814,0.05798203857035946,0.09798203857035946,0.0010975793833820273,0.6689024206166179,0.0,0.0,187.58,0.9,1.0
-2.4000000000000057,1.5,246385085.18625802,549440000.4281083,20518424.533603378,270340.71983587294,165167791000.5747,1002.185120714239,0.0009978196436276347,0.0580229961989923,0.04203281702693434,0.05798172329665285,0.09798172329665285,0.0010972284285451185,0.6689027715714548,0.0,0.0,187.6,0.9,1.0
