scenario,time,capability_frontier_ratio,output_per_person_growth,wage_growth,net_interest,labor_income_share,ai_services_counterfactual_ratio,output_counterfactual_ratio,wage_counterfactual_ratio,consumption_counterfactual_ratio
Competition,0.9,0.9,0.057970246590807496,0.041996733612037436,0.09793109687183539,0.001040860261457236,1.0,1.0,1.0,1.0
Competition,0.91,0.9,0.057970091047084914,0.041996627214663504,0.09793094758965017,0.001040694013042251,1.0,1.0,1.0,1.0
Competition,0.92,0.9,0.05796993552887447,0.04199652083475513,0.09793079833195513,0.001040527791692155,1.0,1.0,1.0,1.0
Competition,0.93,0.9,0.05796978003617218,0.04199641447230959,0.09793064909874653,0.0010403615974023778,1.0,1.0,1.0,1.0
Competition,0.9400000000000001,0.9,0.05796962456897365,0.04199630812732388,0.09793049989002008,0.0010401954301683526,1.0,1.0,1.0,1.0
Competition,0.9500000000000001,0.9,0.05796946912727435,0.04199620179979488,0.09793035070577148,0.00104002928998551,1.0,1.0,1.0,1.0
Competition,0.96,0.9,0.05796931371106996,0.04199609548971963,0.09793020154599653,0.0010398631768492822,1.0,1.0,1.0,1.0
Competition,0.97,0.9,0.05796915832035589,0.041995989197095004,0.09793005241069085,0.0010396970907551055,1.0,1.0,1.0,1.0
Competition,0.98,0.9,0.0579690029551288,0.041995882921918665,0.09792990329985128,0.0010395310316984097,1.0,1.0,1.0,1.0
Competition,0.99,0.9,0.057968847615383186,0.041995776664186885,0.09792975421347251,0.0010393649996746337,1.0,1.0,1.0,1.0
Competition,1.0,0.9,0.05796869230111513,0.04199567042389695,0.0979296051515507,0.0010391989946792089,1.0,1.0,1.0,1.0
Competition,1.01,0.9,0.05796853701232021,0.041995564201045846,0.09792945611408164,0.0010390330167075752,1.0,1.0,1.0,1.0
Competition,1.02,0.9,0.05796838174899388,0.04199545799563045,0.09792930710106103,0.0010388670657551723,1.0,1.0,1.0,1.0
Competition,1.03,0.9,0.05796822651113231,0.041995351807648136,0.09792915811248513,0.001038701141817431,1.0,1.0,1.0,1.0
Competition,1.04,0.9,0.0579680712987315,0.04199524563709615,0.09792900914835019,0.0010385352448897963,1.0,1.0,1.0,1.0
Competition,1.05,0.9,0.05796791611178499,0.04199513948397008,0.09792886020864978,0.0010383693749677105,1.0,1.0,1.0,1.0
Competition,1.06,0.9,0.05796776095029035,0.04199503334826825,0.09792871129338178,0.0010382035320466079,1.0,1.0,1.0,1.0
Competition,1.07,0.9,0.057967605814243144,0.04199492722998762,0.09792856240254193,0.0010380377161219342,1.0,1.0,1.0,1.0
Competition,1.08,0.9,0.057967450703638373,0.04199482112912477,0.09792841353612534,0.0010378719271891294,1.0,1.0,1.0,1.0
Competition,1.09,0.9,0.05796729561847168,0.0419947150456767,0.09792826469412781,0.00103770616524364,1.0,1.0,1.0,1.0
Competition,1.1,0.9,0.05796714055873905,0.04199460897964066,0.09792811587654555,0.0010375404302809066,1.0,1.0,1.0,1.0
Competition,1.11,0.9,0.05796698552443664,0.04199450293101401,0.09792796708337485,0.001037374722296376,1.0,1.0,1.0,1.0
Competition,1.12,0.9,0.057966830515558336,0.04199439689979259,0.09792781831460982,0.0010372090412854936,1.0,1.0,1.0,1.0
Competition,1.125,0.9,0.05796675302065219,0.04199434389070813,0.09792774393937846,0.0010371262108937473,1.0,1.0,1.0,1.0
Competition,1.1300000000000001,0.9,0.05796667553210124,0.04199429088597439,0.09792766957024775,0.0010370433872437053,1.0,1.0,1.0,1.0
Competition,1.1400000000000001,0.9,0.05796652057406104,0.04199418488955643,0.09792752085028437,0.0010368777601664613,1.0,1.0,1.0,1.0
Competition,1.1500000000000001,0.9,0.05796636564143266,0.041994078910535276,0.0979273721547149,0.001036712160049205,1.0,1.0,1.0,1.0
Competition,1.16,0.9,0.05796621073421218,0.041993972948908206,0.09792722348353557,0.0010365465868873898,1.0,1.0,1.0,1.0
Competition,1.17,0.9,0.05796605585239568,0.041993867004672523,0.09792707483674261,0.0010363810406764618,1.0,1.0,1.0,1.0
Competition,1.18,0.9,0.057965900995977725,0.04199376107782454,0.09792692621433073,0.0010362155214118753,1.0,1.0,1.0,1.0
Competition,1.19,0.9,0.0579657461649548,0.04199365516836183,0.09792677761629669,0.001036050029089079,1.0,1.0,1.0,1.0
Competition,1.2,0.9,0.0579655913593215,0.0419935492762807,0.09792662904263515,0.0010358845637035285,1.0,1.0,1.0,1.0
Competition,1.21,0.9,0.05796543657907495,0.04199344340157914,0.09792648049334342,0.0010357191252506732,1.0,1.0,1.0,1.0
Competition,1.22,0.9,0.05796528182421012,0.04199333754425374,0.09792633196841667,0.0010355537137259662,1.0,1.0,1.0,1.0
Competition,1.23,0.9,0.057965127094723054,0.04199323170430175,0.09792618346785119,0.0010353883291248668,1.0,1.0,1.0,1.0
Competition,1.24,0.9,0.057964972390608854,0.04199312588171985,0.09792603499164214,0.0010352229714428248,1.0,1.0,1.0,1.0
Competition,1.25,0.9,0.057964817711862564,0.04199302007650462,0.09792588653978475,0.0010350576406753045,1.0,1.0,1.0,1.0
Competition,1.26,0.9,0.057964663058481775,0.04199291428865442,0.09792573811227683,0.0010348923368177557,1.0,1.0,1.0,1.0
Competition,1.27,0.9,0.05796450843045992,0.04199280851816475,0.09792558970911198,0.0010347270598656418,1.0,1.0,1.0,1.0
Competition,1.28,0.9,0.05796435382779423,0.04199270276503369,0.09792544133028756,0.001034561809814418,1.0,1.0,1.0,1.0
Competition,1.29,0.9,0.05796419925048012,0.0419925970292581,0.0979252929757992,0.0010343965866595447,1.0,1.0,1.0,1.0
Competition,1.3,0.9,0.057964044698513253,0.04199249131083503,0.09792514464564271,0.001034231390396481,1.0,1.0,1.0,1.0
Competition,1.31,0.9,0.057963890171888556,0.04199238560976099,0.09792499633981323,0.0010340662210206932,1.0,1.0,1.0,1.0
Competition,1.32,0.9,0.05796373567060219,0.04199227992603335,0.09792484805830708,0.0010339010785276376,1.0,1.0,1.0,1.0
Competition,1.33,0.9,0.05796358119465021,0.041992174259649385,0.09792469980112041,0.0010337359629127793,1.0,1.0,1.0,1.0
Competition,1.34,0.9,0.05796342674402709,0.04199206861060534,0.09792455156824793,0.0010335708741715862,1.0,1.0,1.0,1.0
Competition,1.35,0.9,0.05796327231872997,0.04199196297889922,0.09792440335968698,0.0010334058122995146,1.0,1.0,1.0,1.0
Competition,1.36,0.9,0.05796311791875389,0.04199185736452764,0.09792425517543275,0.0010332407772920356,1.0,1.0,1.0,1.0
Competition,1.37,0.9,0.05796296354409383,0.04199175176748718,0.09792410701548036,0.0010330757691446176,1.0,1.0,1.0,1.0
Competition,1.375,0.9,0.05796288636625618,0.04199169897546533,0.09792403294461634,0.001032993275142011,1.0,1.0,1.0,1.0
Competition,1.3800000000000001,0.9,0.05796280919474645,0.041991646187775504,0.09792395887982668,0.0010329107878527207,1.0,1.0,1.0,1.0
