sigma,time,output_counterfactual_ratio,consumption_counterfactual_ratio,wage_counterfactual_ratio,capital_counterfactual_ratio,price_counterfactual_ratio
0.9,1.6300000000000001,0.6641258915086992,0.8406381152297501,0.6232954393676978,0.9223518272315373,117.3196062448519
0.9,1.6400000000000001,0.6640544551614393,0.8404029062110902,0.6232330069067107,0.921926545138264,117.25029915346525
0.9,1.6500000000000001,0.6639830593978607,0.8401679768937032,0.6231706027940506,0.9215018348099161,117.18114429383508
0.9,1.6600000000000001,0.6639117043269036,0.8399333269387012,0.6231082271633401,0.9210776953891969,117.1121411369124
0.9,1.67,0.6638403900563533,0.839698956007754,0.6230458801469215,0.9206541260206113,117.04328915694695
0.9,1.68,0.6637691166931353,0.8394648637630402,0.6229835618761825,0.9202311258503236,116.97458783090376
0.9,1.69,0.6636978843437981,0.8392310498671655,0.622921272482095,0.9198086940259362,116.9060366375184
0.9,1.7,0.6636266931140045,0.8389975139832482,0.6228590120946478,0.9193868296967201,116.8376350582803
0.9,1.71,0.6635555431083157,0.8387642557749537,0.6227967808426079,0.9189655320137102,116.76938257784147
0.9,1.72,0.6634844344308851,0.838531274906379,0.6227345788542906,0.9185448001293866,116.70127868266601
0.9,1.73,0.6634133671852529,0.8382985710420866,0.6226724062573317,0.9181246331977643,116.63332286142062
0.9,1.74,0.6633423414737377,0.8380661438472052,0.6226102631780108,0.9177050303746735,116.56551460614965
0.9,1.75,0.6632713573981301,0.8378339929873139,0.6225481497420231,0.9172859908174334,116.49785341091915
0.9,1.76,0.6632004150597838,0.8376021181284261,0.6224860660745789,0.9168675136848127,116.43033877163785
0.9,1.77,0.6631295145589164,0.8373705189371065,0.6224240122996281,0.9164495981373467,116.36297018740464
0.9,1.78,0.6630586559950028,0.8371391950804042,0.622361988540296,0.9160322433371537,116.29574715973912
0.9,1.79,0.6629878394671571,0.8369081462257891,0.622299994919309,0.9156154484477579,116.2286691918353
0.9,1.8,0.6629170650735908,0.8366773720412422,0.6222380315583911,0.9151992126343352,116.16173578960647
0.9,1.81,0.6628463329115329,0.8364468721952674,0.622176098578176,0.9147835350637487,116.09494646182875
0.9,1.82,0.662775643077845,0.8362166463567896,0.62211419609889,0.9143684149042625,116.02830071894996
0.9,1.83,0.6627049956687507,0.8359866941951984,0.6220523242400516,0.9139538513256644,115.96179807360345
0.9,1.84,0.6626343907793386,0.835757015380432,0.6219904831199188,0.9135398434994925,115.8954380415644
0.9,1.85,0.66256382850424,0.8355276095828625,0.6219286728562424,0.913126390598719,115.82922014043199
0.9,1.86,0.6624933089376428,0.8352984764732928,0.6218668935662816,0.9127134917977446,115.76314388959892
0.9,1.87,0.662422832172627,0.8350696157230687,0.6218051453660646,0.9123011462727,115.69720881152708
0.9,1.875,0.6623876098696121,0.8349552873801358,0.621774282960661,0.9120951807316107,115.66429406365948
0.9,1.8800000000000001,0.6623523983016337,0.8348410270039996,0.6217434283709109,0.9118893532012263,115.63141443083394
0.9,1.8900000000000001,0.6622820074167559,0.834612709988308,0.6216817426957533,0.9114781117623432,115.56576027373147
0.9,1.9000000000000001,0.6622116596091716,0.8343846643487259,0.6216200884545087,0.9110674211367041,115.50024586910855
0.9,1.9100000000000001,0.6621413549691908,0.8341568897584858,0.6215584657601296,0.9106572805065725,115.43487074843476
0.9,1.92,0.6620710935867882,0.8339293858912303,0.6214968747251968,0.9102476890555752,115.36963444473062
0.9,1.93,0.6620008755512751,0.8337021524210674,0.6214353154615542,0.9098386459688517,115.30453649319162
0.9,1.94,0.6619307009509209,0.8334751890226343,0.6213737880798877,0.9094301504332244,115.23957643191244
0.9,1.95,0.661860569873594,0.833248495370988,0.6213122926904383,0.9090222016369024,115.17475380064566
0.9,1.96,0.661790482406709,0.8330220711416138,0.621250829402943,0.9086147987695045,115.11006814090176
0.9,1.97,0.6617204386366125,0.8327959160105299,0.6211893983259515,0.908207941022337,115.04551899712047
0.9,1.98,0.6616504386491033,0.832570029654198,0.6211279995674057,0.9078016275881531,114.98110591566578
0.9,1.99,0.661580482529637,0.8323444117494877,0.6210666332348656,0.907395857661059,114.91682844443059
0.9,2.0,0.6615105703627512,0.8321190619737746,0.6210052994348709,0.9069906304367724,114.85268613393157
0.9,2.0100000000000002,0.6614407022322238,0.8318939800049137,0.6209439982731174,0.9065859451125484,114.78867853700116
0.9,2.02,0.6613708782215195,0.8316691655211605,0.6208827298549523,0.906181800886974,114.72480520792583
0.9,2.0300000000000002,0.661301098413419,0.8314446182012357,0.620821494284963,0.9057781969601344,114.66106570315118
0.9,2.04,0.6612313628897543,0.8312203377243707,0.6207602916666819,0.905375132533732,114.59745958178425
0.9,2.05,0.6611616717320034,0.8309963237702032,0.6206991221032478,0.9049726068108116,114.53398640444729
0.9,2.06,0.6610920250211754,0.8307725760187974,0.6206379856972783,0.9045706189958131,114.47064573349672
0.9,2.07,0.6610224228372616,0.8305490941507395,0.6205768825502596,0.9041691682948164,114.40743713406353
0.9,2.08,0.660952865259784,0.8303258778470405,0.6205158127631554,0.9037682539152918,114.34436017300156
0.9,2.09,0.6608833523679218,0.8301029267891153,0.6204547764365481,0.9033678750660392,114.28141441864132
0.9,2.1,0.6608138842399415,0.8298802406588803,0.6203937736700056,0.9029680309574446,114.21859944187086
0.9,2.11,0.6607444609534483,0.8296578191387104,0.6203328045623601,0.9025687208013641,114.15591481565279
0.9,2.12,0.6606750825857521,0.8294356619113734,0.6202718692121146,0.9021699438109549,114.09336011431921
0.9,2.125,0.6606404102704372,0.8293246823085064,0.6202414142266044,0.9019707550073874,114.06213135301732
0.9,2.13,0.6606057492134602,0.8292137686601021,0.620210967716991,0.9017716992008596,114.0309349143468
0.9,2.14,0.6605364609123245,0.8289921390686197,0.62015010017376,0.901373986187272,113.96863879463905
0.9,2.15,0.6604672177577822,0.8287707728210449,0.6200892666788412,0.9009768039876891,113.90647133549389
0.9,2.16,0.6603980198247812,0.8285496696019228,0.6200284673281099,0.9005801518209887,113.84443211892919
0.9,2.17,0.6603288671873134,0.8283288290963053,0.6199677022163782,0.9001840289076403,113.78252072956909
0.9,2.18,0.6602597599189651,0.828108250989655,0.6199069714380058,0.8997884344694498,113.72073675358891
0.9,2.19,0.6601906980929769,0.8278879349678336,0.6198462750869679,0.8993933677295346,113.65907977859894
0.9,2.2,0.6601216817816905,0.8276678807171995,0.6197856132562398,0.8989988279125679,113.59754939468884
0.9,2.21,0.6600527110568769,0.8274480879245488,0.6197249860381606,0.8986048142446313,113.5361451938028
0.9,2.22,0.659983785990023,0.8272285562770655,0.6196643935247534,0.89821132595308,113.47486676918594
0.9,2.23,0.6599149066518989,0.8270092854623964,0.6196038358072429,0.8978183622667391,113.4137137162054
0.9,2.24,0.6598460731125114,0.8267902751686592,0.6195433129760045,0.89742592241592,113.352685632432
0.9,2.25,0.6597772854415818,0.8265715250843583,0.6194828251210952,0.8970340056322039,113.29178211672775
0.9,2.2600000000000002,0.6597085437083235,0.8263530348984229,0.6194223723320058,0.8966426111485392,113.2310027696666
0.9,2.27,0.6596398479810605,0.8261348043002749,0.6193619546972374,0.8962517381994124,113.17034719425088
0.9,2.2800000000000002,0.6595711983277639,0.8259168329797324,0.619301572304898,0.8958613860206034,113.10981499488965
0.9,2.29,0.6595025948160527,0.8256991206270109,0.6192412252427023,0.8954715538491822,113.04940577739396
0.9,2.3000000000000003,0.6594340375126708,0.825481666932814,0.619180913597391,0.8950822409237451,112.98911914996307
0.9,2.31,0.6593655264838697,0.8252644715882661,0.6191206374551557,0.8946934464842368,112.92895472245483
0.9,2.32,0.659297061795625,0.8250475342848727,0.6190603969018807,0.8943051697718521,112.86891210597067
0.9,2.33,0.6592286435131859,0.8248308547146014,0.6190001920226404,0.893917410029238,112.80899091370587
0.9,2.34,0.6591602717011271,0.8246144325698711,0.6189400229017586,0.8935301665004665,112.74919076084588
0.9,2.35,0.659091946423762,0.8243982675434788,0.6188798896232662,0.8931434384308473,112.6895112637809
0.9,2.36,0.6590236677448736,0.824182359328646,0.6188197922706038,0.8927572250670457,112.62995204060846
0.9,2.37,0.6589554357274295,0.8239667076190714,0.6187597309263032,0.8923715256572103,112.57051271167238
0.9,2.375,0.6589213372363387,0.8238589778581422,0.618729713782982,0.8921788684504203,112.54083788925644
0.9,2.38,0.658887250434087,0.8237513121088378,0.61869970567255,0.8919863394507425,112.51119289859922
0.9,2.39,0.6588191119271412,0.8235361724924226,0.6186397165911248,0.8916016656983176,112.45199222439582
0.9,2.4,0.6587510202680442,0.823321288464783,0.6185797637628702,0.8912175036521017,112.39291031435181
0.9,2.41,0.6586829755178243,0.8231066597212813,0.6185198472681547,0.8908338525655563,112.33394679524402
0.9,2.42,0.6586149777372378,0.8228922859576547,0.6184599671870437,0.8904507116933711,112.27510129504455
0.9,2.43,0.658547026986312,0.8226781668701004,0.6184001235987895,0.8900680802916676,112.2163734437832
0.9,2.44,0.6584791233244823,0.8224643021552491,0.6183403165819846,0.8896859576179346,112.15776287328008
0.9,2.45,0.6584112668109408,0.822250691510101,0.6182805462149492,0.8893043429308687,112.09926921648808
0.9,2.46,0.6583434575043301,0.8220373346320812,0.6182208125753911,0.88892323549051,112.04089210806261
0.9,2.47,0.6582756954625523,0.8218242312190756,0.6181611157401914,0.8885426345583288,111.98263118472212
0.9,2.48,0.6582079807432333,0.8216113809693433,0.6181014557859233,0.88816253939701,111.92448608436456
0.9,2.49,0.6581403134036246,0.8213987835815364,0.6180418327887414,0.8877829492704989,111.86645644625253
0.9,2.5,0.6580726935001733,0.8211864387547774,0.6179822468239035,0.8874038634441912,111.80854191181623
0.9,2.5100000000000002,0.6580051210889639,0.8209743461885779,0.6179226979662623,0.8870252811847323,111.75074212382012
0.9,2.52,0.6579375962258079,0.8207625055828214,0.617863186290365,0.8866472017599746,111.69305672618978
0.9,2.5300000000000002,0.6578701189657912,0.8205509166378472,0.617803711869949,0.8862696244391796,111.63548536485982
0.9,2.54,0.6578026893634851,0.8203395790544104,0.6177442747781786,0.8858925484929219,111.5780276873723
0.9,2.5500000000000003,0.6577353074732293,0.8201284925336293,0.617684875087957,0.8855159731929567,111.52068334234166
