time,sigma,output_effective_labor,capital_effective_labor,consumption_effective_labor,wage_productivity,ai_services_effective_labor,capability,ai_service_price,output_per_person_growth,wage_growth,consumption_per_person_growth,net_interest,labor_income_share,inference_output_share,research_output_share,profit_output_share,capability_frontier_ratio,ai_services_counterfactual_ratio,output_counterfactual_ratio,consumption_counterfactual_ratio,wage_counterfactual_ratio
448.0,1.5,54251721452479.58,121776047333638.44,4506406985776.11,986834254.2471976,3.642709057797574e+16,1002.185120714239,0.0009978196436276347,0.05701701747455591,0.041344961979168794,0.05701633425716276,0.09701633425716276,1.8189915966290353e-05,0.6699818100840337,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.125,1.5,54571504389041.59,122493874064367.39,4532969296408.634,990708372.7983122,3.664180943498182e+16,1002.185120714239,0.0009978196436276347,0.0570169844173055,0.04134493938564455,0.057016302537061324,0.09701630253706132,1.815431668761643e-05,0.6699818456833122,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.25,1.5,54893172036926.91,123215931569142.44,4559688156363.331,994597697.576258,3.6857793792610776e+16,1002.185120714239,0.0009978196436276347,0.05701695142478377,0.04134491683636079,0.05701627087906901,0.09701627087906901,1.8118787103561576e-05,0.6699818812128965,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.375,1.5,55216735503200.18,123942244781359.05,4586564488217.8545,998502288.2611006,3.707505110879704e+16,1002.185120714239,0.0009978196436276347,0.05701691849686045,0.04134489433122856,0.05701623928306148,0.09701623928306148,1.808332707758917e-05,0.6699819166729223,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.5,1.5,55542205960382.02,124672838781345.22,4613599219986.484,1002422204.7671502,3.729358888542611e+16,1002.185120714239,0.0009978196436276347,0.05701688563341287,0.04134487187016394,0.05701620774892168,0.09701620774892168,1.8047936473430196e-05,0.6699819520635265,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.625,1.5,55869594646829.96,125407738797230.12,4640793285152.333,1006357507.2438376,3.751341466859093e+16,1002.185120714239,0.0009978196436276347,0.057016852834309975,0.04134484945307744,0.057016176276524215,0.09701617627652422,1.8012615155083064e-05,0.6699819873848449,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.75,1.5,56198912867130.74,126146970205812.33,4668147622699.404,1010308256.0766768,3.773453604885422e+16,1002.185120714239,0.0009978196436276347,0.05701682009942714,0.04134482707988386,0.05701614486574993,0.09701614486574993,1.7977362986812805e-05,0.6699820226370131,0.0,0.0,0.9,1.0,1.0,1.0,1.0
448.875,1.5,56530171992491.086,126890558533441.33,4695663177145.276,1014274511.8881916,3.795696066151116e+16,1002.185120714239,0.0009978196436276347,0.05701678742864093,0.041344804750498766,0.0570161135164808,0.0970161135164808,1.7942179833150347e-05,0.6699820578201667,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.0,1.5,56863383461124.26,127638529456893.5,4723340898573.447,1018256335.5388062,3.8180696186850216e+16,1002.185120714239,0.0009978196436276347,0.05701675482181955,0.041344782464832204,0.05701608222859033,0.09701608222859033,1.790706555889269e-05,0.669982092934441,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.125,1.5,57198558778652.125,128390908804257.64,4751181742666.182,1022253788.1278224,3.840575035042105e+16,1002.185120714239,0.0009978196436276347,0.057016722278842795,0.041344760222801924,0.05701605100196363,0.09701605100196363,1.787202002910171e-05,0.6699821279799707,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.25,1.5,57535709518498.234,129147722555834.81,4779186670737.689,1026266930.994332,3.863213092329986e+16,1002.185120714239,0.0009978196436276347,0.057016689799581736,0.04134473802431986,0.057016019836476826,0.09701601983647683,1.7837043109103857e-05,0.6699821629568908,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.375,1.5,57874847322288.33,129908996845023.53,4807356649766.996,1030295825.7181683,3.88598457223574e+16,1002.185120714239,0.0009978196436276347,0.05701665738391485,0.0413447158693029,0.05701598873201346,0.09701598873201346,1.7802134664489863e-05,0.6699821978653355,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.5,1.5,58215983900253.52,130674757959235.69,4835692652431.763,1034340534.1208556,3.9088902610531896e+16,1002.185120714239,0.0009978196436276347,0.05701662503171533,0.04134469375766441,0.05701595768845174,0.09701595768845174,1.7767294561113675e-05,0.6699822327054388,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.625,1.5,58559131031632.125,131445032340790.38,4864195657141.378,1038401118.2665501,3.931930949709442e+16,1002.185120714239,0.0009978196436276347,0.057016592742860854,0.04134467168932075,0.05701592670567412,0.09701592670567412,1.7732522665092676e-05,0.6699822674773348,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.75,1.5,58904300565076.88,132219846587836.0,4892866648071.074,1042477640.4629625,3.955107433792775e+16,1002.185120714239,0.0009978196436276347,0.05701656051722438,0.041344649664185135,0.05701589578355836,0.09701589578355836,1.769781884280662e-05,0.6699823021811572,0.0,0.0,0.9,1.0,1.0,1.0,1.0
449.875,1.5,59251504419066.79,132999227455265.81,4921706615195.803,1046570163.2623847,3.978420513579916e+16,1002.185120714239,0.0009978196436276347,0.05701652835468419,0.04134462768217433,0.05701586492198742,0.09701586492198742,1.766318296089717e-05,0.669982336817039,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.0,1.5,59600754582316.484,133783201855641.64,4950716554324.412,1050678749.4626011,4.00187099406358e+16,1002.185120714239,0.0009978196436276347,0.05701649625511869,0.041344605743205205,0.05701583412084429,0.09701583412084429,1.7628614886267545e-05,0.6699823713851136,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.125,1.5,59952063114188.65,134571796860123.03,4979897467134.046,1054803462.1078528,4.025459684980295e+16,1002.185120714239,0.0009978196436276347,0.057016464218402674,0.041344583847192196,0.057015803380008244,0.09701580338000824,1.7594114486082057e-05,0.6699824058855138,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.25,1.5,60305442145112.92,135365039699400.89,5009250361204.636,1058944364.4898046,4.049187400838467e+16,1002.185120714239,0.0009978196436276347,0.057016432244414675,0.04134456199405226,0.05701577269936222,0.09701577269936222,1.755968162776537e-05,0.6699824403183722,0.0,0.0,0.9,1.0,1.0,1.0,1.0
450.375,1.5,60660903877003.375,136162957764639.58,5038776250053.807,1063101520.1485462,4.073054960946333e+16,1002.185120714239,0.0009978196436276347,0.05701640033303181,0.04134454018370141,0.0570157420787877,0.0970157420787877,1.7525316179002213e-05,0.6699824746838209,0.0,0.0,0.9,1.0,1.0,1.0,1.0
