scenario,time,capability_frontier_ratio,output_per_person_growth,wage_growth,net_interest,labor_income_share,ai_services_counterfactual_ratio,output_counterfactual_ratio,wage_counterfactual_ratio,consumption_counterfactual_ratio
Competition,0.64,0.9,0.09181609923849354,0.0654575082038359,0.13058604976481586,0.03310676172792456,1.0,1.0,1.0,1.0
Competition,0.65,0.9,0.0918057489587515,0.06545024773690428,0.13057600477338677,0.03309803691335245,1.0,1.0,1.0,1.0
Competition,0.66,0.9,0.09179540329870706,0.06544299055855825,0.13056596430196105,0.03308931542026003,1.0,1.0,1.0,1.0
Competition,0.67,0.9,0.09178506225533208,0.06543573666661318,0.13055592834755203,0.03308059724679284,1.0,1.0,1.0,1.0
Competition,0.68,0.9,0.09177472582559987,0.06542848605888552,0.1305458969071741,0.033071882391097526,1.0,1.0,1.0,1.0
Competition,0.6900000000000001,0.9,0.09176439400648681,0.06542123873319393,0.13053586997784467,0.03306317085132176,1.0,1.0,1.0,1.0
Competition,0.7000000000000001,0.9,0.09175406679497176,0.06541399468735894,0.13052584755658297,0.03305446262561415,1.0,1.0,1.0,1.0
Competition,0.71,0.9,0.09174374418803627,0.06540675391920295,0.1305158296404113,0.0330457577121251,1.0,1.0,1.0,1.0
Competition,0.72,0.9,0.09173342618266477,0.06539951642655059,0.13050581622635665,0.033037056109008624,1.0,1.0,1.0,1.0
Competition,0.73,0.9,0.09172311277584598,0.06539228220722952,0.13049580731145033,0.03302835781442047,1.0,1.0,1.0,1.0
Competition,0.74,0.9,0.09171280396456956,0.06538505125906817,0.13048580289272438,0.03301966282651735,1.0,1.0,1.0,1.0
Competition,0.75,0.9,0.09170249974582921,0.06537782357989781,0.1304758029672145,0.033010971143457066,1.0,1.0,1.0,1.0
Competition,0.76,0.9,0.09169220011661959,0.06537059916755052,0.13046580753195708,0.03300228276339831,1.0,1.0,1.0,1.0
Competition,0.77,0.9,0.09168190507393902,0.06536337801986095,0.13045581658399175,0.03299359768450086,1.0,1.0,1.0,1.0
Competition,0.78,0.9,0.09167161461478768,0.06535616013466518,0.1304458301203596,0.032984915904925576,1.0,1.0,1.0,1.0
