sigma,time,output_effective_labor,output_effective_labor_growth,output_per_person_growth,wage_growth,wage_productivity,net_interest,labor_income_share,ai_revenue_output_share,capability_frontier_ratio,ai_service_price,consumption_effective_labor,capital_effective_labor,consumption_effective_labor_growth,capital_effective_labor_growth,ai_services_effective_labor_growth,inference_output_share,research_output_share,profit_output_share,inference_revenue_share,research_revenue_share,profit_revenue_share
0.9,467.75,1.1638552758833456,6.3293214056462516e-06,0.010006329321405646,0.01000701511983995,0.668595649781393,0.05000644045411225,0.5744663134975615,0.09553368650243843,0.6600596830963046,4.190499864809049,0.9218500376992753,3.8404750663806984,6.440454112249458e-06,6.648354081205052e-06,4.32869777169647e-05,2.5377677992036466e-05,2.0639987574259952e-07,0.09550810242457065,0.0002656411462922947,2.1604931548133162e-06,0.9997321983605529
0.9,467.875,1.1638561964004766,6.325410812730789e-06,0.010006325410812731,0.010007010787338833,0.6685962358851179,0.05000643646746249,0.5744663627284221,0.09553363727157783,0.6602057175194909,4.190478352459493,0.9218507796104825,3.8404782569881575,6.4364674624891455e-06,6.644213213126068e-06,4.3260369545534624e-05,2.5372181743895063e-05,2.062732682922321e-07,0.09550805881656566,0.0002655837511113327,2.1591690024933277e-06,0.9997322570798862
0.9,468.0,1.1638571163495683,6.321503029855721e-06,0.010006321503029856,0.010007006457947389,0.6685968216273674,0.050006432483690355,0.5744664119289985,0.09553358807100139,0.6603517252122958,4.190456853433623,0.9218515210630296,3.8404814456109557,6.432483690357524e-06,6.64007538525406e-06,4.323378024543266e-05,2.536668888211296e-05,2.0614674859486847e-07,0.09550801523537068,0.0002655263912338372,2.1578457666811218e-06,0.9997323157629995
0.9,468.125,1.1638580357310762,6.317598057610854e-06,0.010006317598057611,0.010007002131665898,0.6685974070084327,0.05000642850279642,0.5744664610993161,0.09553353890068388,0.6604977061630268,4.1904353677201645,0.9218522620572529,3.840484632250571,6.4285027964235825e-06,6.635940604958132e-06,4.320720979742072e-05,2.5361199404285876e-05,2.0602031656605202e-07,0.09550797168096302,0.0002654690666348206,2.1565234464958905e-06,0.9997323744099187
0.9,468.25,1.163858954545397,6.313695891524071e-06,0.010006313695891524,0.010006997808489598,0.6685979920285647,0.05000642452477609,0.5744665102393949,0.09553348976060504,0.6606436603599986,4.190413895310143,0.9218530025934902,3.8404878169084897,6.4245247760937735e-06,6.63180886405039e-06,4.318065818307258e-05,2.5355713307999165e-05,2.0589397212143092e-07,0.09550792815332491,0.0002654117772891727,2.155202041057805e-06,0.9997324330206697
0.9,468.375,1.1638598727929397,6.309796528306336e-06,0.010006309796528307,0.010006993488414904,0.6685985766880234,0.05000642054962581,0.5744665593492565,0.09553344065074339,0.6607895877915348,4.190392436194013,0.921853742672077,3.8404909995861978,6.420549625815383e-06,6.627680157937285e-06,4.315412538378159e-05,2.535023059084355e-05,2.0576771517674604e-07,0.09550788465243737,0.00026535452317184274,2.1538815494880313e-06,0.9997324915952787
0.9,468.5,1.1638607904741143,6.305899964835146e-06,0.010006305899964835,0.010006989171438397,0.6685991609870692,0.050006416577342214,0.5744666084289225,0.09553339157107742,0.6609354884459673,4.190370990362267,0.9218544822933485,3.8404941802851766,6.416577342216109e-06,6.623554482580382e-06,4.3127611380958455e-05,2.534475125041164e-05,2.0564154564783065e-07,0.09550784117828136,0.0002652973042577997,2.1525619709086964e-06,0.9997325501337713
0.9,468.625,1.163861707589331,6.302006197724322e-06,0.010006302006197725,0.010006984857556397,0.6685997449259624,0.05000641260792188,0.5744666574784142,0.09553334252158573,0.6610813623116367,4.190349557805363,0.9218552214576429,3.8404973590069087,6.412607921882016e-06,6.619431833108577e-06,4.31011161560451e-05,2.533927528429867e-05,2.0551546345061203e-07,0.09550779773083798,0.00026524012052203937,2.1512433044429057e-06,0.9997326086361735
0.9,468.75,1.1638626241389989,6.298115223778503e-06,0.010006298115223779,0.010006980546765413,0.668600328504963,0.050006408641361494,0.5744667064977531,0.09553329350224685,0.6612272093768918,4.190328138513802,0.9218559601652954,3.8405005357528736,6.408641361496312e-06,6.615312205219756e-06,4.307463969049387e-05,2.533380269010183e-05,2.0538946850110857e-07,0.09550775431008825,0.00026518297193957834,2.1499255492147146e-06,0.9997326671025112
0.9,468.875,1.1638635401235269,6.294227039566405e-06,0.010006294227039567,0.010006976239061719,0.6686009117243303,0.050006404677657296,0.5744667554869605,0.09553324451303942,0.6613730296300897,4.190306732478078,0.9218566984166431,3.840503710524563,6.404677657298116e-06,6.6111955938901595e-06,4.3048181965795254e-05,2.5328333465420538e-05,2.0526356071543526e-07,0.09550771091601327,0.0002651258584854558,2.1486087043491824e-06,0.9997327255328102
