sigma,time,output_counterfactual_ratio,consumption_counterfactual_ratio,wage_counterfactual_ratio,capital_counterfactual_ratio,price_counterfactual_ratio
0.9,0.0,0.6762031752117801,0.8743917145462187,0.6337203273260351,1.0,131.13854883522453
0.9,0.01,0.6760923195629273,0.8741087381048601,0.6336169744288165,0.9994877870237516,131.10983534959874
0.9,0.02,0.6759815603575714,0.8738260591047615,0.6335137117899486,0.9989761854843275,131.08114262555497
0.9,0.03,0.6758708975376528,0.8735436772497918,0.6334105393554095,0.9984651946316379,131.0524706465168
0.9,0.04,0.6757603310451628,0.8732615922441905,0.6333074570712236,0.99795481371674,131.02381939592354
0.9,0.05,0.6756498608221438,0.8729798037925672,0.6332044648834639,0.9974450419918353,130.99518885722765
0.9,0.06,0.6755394868106889,0.8726983115999011,0.6331015627382499,0.9969358787102667,130.96657901389807
0.9,0.07,0.6754292089529417,0.8724171153715394,0.6329987505817483,0.9964273231265175,130.93798984941665
0.9,0.08,0.6753190271910964,0.8721362148131984,0.6328960283601729,0.9959193744962103,130.90942134728164
0.9,0.09,0.6752089414673984,0.8718556096309618,0.6327933960197856,0.995412032076103,130.88087349100383
0.9,0.1,0.6750989517241435,0.8715752995312803,0.6326908535068947,0.9949052951240887,130.8523462641101
0.9,0.11,0.6749890579036772,0.8712952842209714,0.6325884007678547,0.9943991628991918,130.82383965014174
0.9,0.12,0.674879259948274,0.8710155634069919,0.6324860377489524,0.9938936346610631,130.79535363264998
0.9,0.125,0.6748243969018446,0.8708758133444672,0.6324348898676841,0.993641096805575,130.78111834244444
0.9,0.13,0.6747695577999252,0.8707361367960608,0.6323837643962043,0.9933887096691214,130.7668881951931
0.9,0.14,0.6746599514006203,0.8704570040951642,0.6322815806556242,0.9928843871836914,130.73844332134044
0.9,0.15,0.6745504406923977,0.8701781650116545,0.6321794864732718,0.9923806664662262,130.71001899467686
0.9,0.16,0.6744410256173472,0.8698996192532487,0.6320774817952544,0.9918775467793073,130.68161519880175
0.9,0.17,0.674331706117609,0.8696213665280287,0.6319755665677261,0.9913750273866404,130.6532319173282
0.9,0.18,0.6742224821353743,0.8693434065444408,0.6318737407368891,0.9908731075530555,130.6248691338841
0.9,0.19,0.6741133536128835,0.8690657390112948,0.6317720042489906,0.9903717865445045,130.59652683211306
0.9,0.2,0.6740043204924291,0.8687883636377634,0.6316703570503269,0.989871063628059,130.5682049956707
0.9,0.21,0.6738953827163524,0.8685112801333825,0.6315687990872401,0.989370938071908,130.5399036082294
0.9,0.22,0.6737865402270449,0.868234488208047,0.6314673303061177,0.9888714091453519,130.51162265347395
0.9,0.23,0.6736777929667863,0.8679579875717178,0.6313659506532415,0.9883724761181434,130.48336211510016
0.9,0.24,0.6735691408776009,0.867681777934165,0.6312646600746491,0.9878741382598989,130.45512197680915
0.9,0.25,0.6734605839015299,0.8674058590054587,0.6311634585163937,0.98737639484121,130.42690222231545
0.9,0.26,0.6733521219806645,0.8671302304960311,0.6310623459245748,0.9868792451337809,130.39870283534762
0.9,0.27,0.673243755057147,0.8668548921166743,0.6309613222453395,0.9863826884104273,130.37052379964877
0.9,0.28,0.6731354830731693,0.8665798435785408,0.6308603874248814,0.9858867239450728,130.34236509897647
0.9,0.29,0.673027305970974,0.8663050845931428,0.6307595414094408,0.985391351012749,130.31422671710226
0.9,0.3,0.672919223692854,0.8660306148723513,0.6306587841453052,0.984896568889592,130.2861086378121
0.9,0.31,0.6728112361811525,0.8657564341283964,0.6305581155788093,0.9844023768528425,130.25801084490598
0.9,0.32,0.6727033433782625,0.8654825420738655,0.6304575356563333,0.9839087741808421,130.22993332219878
0.9,0.33,0.6725955452266229,0.8652089384216953,0.6303570443243007,0.9834157601530121,130.2018760535185
0.9,0.34,0.672487841668522,0.8649356228848156,0.6302566415289913,0.9829233340490562,130.1738390227023
0.9,0.35000000000000003,0.6723802326460271,0.8646625951760258,0.6301563272164733,0.9824314951486697,130.14582221359345
0.9,0.36,0.6722727181012367,0.8643898550084488,0.6300561013328446,0.981940242732568,130.11782561004955
0.9,0.37,0.6721652979762995,0.8641174020955635,0.6299559638242495,0.9814495760825621,130.08984919594084
0.9,0.375,0.6721116233032112,0.8639812832701902,0.6299059281937721,0.9812044621957107,130.07586855488842
0.9,0.38,0.6720579722134147,0.8638452361512056,0.6298559146368787,0.9809594944815582,130.06189295515307
0.9,0.39,0.6719507407548309,0.8635733568895657,0.62975595371697,0.9804699972135552,130.03395687158596
0.9,0.4,0.6718436035428478,0.8633017640251897,0.6296560810108082,0.9799810835636422,130.0060409291524
0.9,0.41000000000000003,0.671736560519814,0.863030457272978,0.6295562964647238,0.9794927528179983,129.97814511178083
0.9,0.42,0.6716296116281293,0.8627594363481851,0.6294566000250948,0.9790050042638891,129.95026940341234
0.9,0.43,0.6715227568102424,0.8624887009664188,0.6293569916383454,0.9785178371896656,129.9224137880029
0.9,0.44,0.6714159960086421,0.8622182508436205,0.6292574712509356,0.9780312508847185,129.89457824952183
0.9,0.45,0.671309329165629,0.8619480856956562,0.6291580388091477,0.9775452446385575,129.8667627719461
0.9,0.46,0.6712027562233238,0.8616782052383329,0.6290586942590906,0.9770598177408367,129.83896733925982
