sigma,time,output_effective_labor,output_effective_labor_growth,output_per_person_growth,wage_growth,wage_productivity,net_interest,labor_income_share,ai_revenue_output_share,capability_frontier_ratio,ai_service_price,consumption_effective_labor,capital_effective_labor,consumption_effective_labor_growth,capital_effective_labor_growth,ai_services_effective_labor_growth,inference_output_share,research_output_share,profit_output_share,inference_revenue_share,research_revenue_share,profit_revenue_share
0.9,0.0,1.277659597816,-0.016400971487926568,-0.006400971487926568,-0.00631603720993166,0.7259065891543941,0.017620317521178028,0.5681533566493306,0.10184664335066923,0.009999999999999676,9.635511113848473,1.2033130175884872,6.235221642477948,-0.032379682478821975,-0.05125189449768444,0.005028675265672687,0.0007766339055546468,8.004070733254811e-05,0.10098996873778204,0.007625522844975956,0.000785894406524122,0.9915885827484999
0.9,0.01,1.2774501403793581,-0.016389391590831814,-0.006389391590831813,-0.006304449459626082,0.7257882016798819,0.017643880029407602,0.5681538392287844,0.10184616077121562,0.010002928046514148,9.633401367230702,1.2029235934552378,6.232027881042886,-0.0323561199705924,-0.05121694740000719,0.005029164057751298,0.0007765729260455633,8.000422133762992e-05,0.10098958362383244,0.007624960235762201,0.0007855398841920922,0.9915894998800457
0.9,0.02,1.2772408651689524,-0.01637781412068609,-0.0063778141206860895,-0.006292864106823532,0.7256699175934553,0.01766743493788489,0.5681543218533525,0.10184567814664744,0.010005855968978294,9.631293146086987,1.2025345786521937,6.2288379320519445,-0.03233256506211511,-0.051182008194779735,0.005029654600106218,0.0007765119413788132,7.996776386389185e-05,0.10098919844140473,0.00762439757395218,0.0007851856388912878,0.9915904167871565
0.9,0.03,1.2770317720750815,-0.01636623908453408,-0.006366239084534078,-0.006281281158667555,0.725551736833234,0.01769098223669187,0.5681548045232003,0.10184519547679959,0.01000878376749248,9.629186449199366,1.2021459727718278,6.225651790828145,-0.032309017763308134,-0.051147076901543055,0.005030146886917506,0.0007764509515336938,7.993133488344326e-05,0.10098881319038244,0.007623834859353478,0.0007848316703525959,0.9915913334702939
0.9,0.04,1.27682286098814,-0.016354666489415318,-0.006354666489415318,-0.006269700622296462,0.7254336593373909,0.01771452191591623,0.5681552872384928,0.10184471276150713,0.010011711442157956,9.627081275351028,1.2017577754071231,6.222469452701667,-0.032285478084083774,-0.05111215353982431,0.005030640912370909,0.0007763899564895028,7.989493436842297e-05,0.1009884278706492,0.007623272091773668,0.000784477978307184,0.9915922499299191
0.9,0.05,1.2766141317986197,-0.01634309634236414,-0.006343096342364139,-0.006258122504843254,0.7253156850441539,0.017738053965651424,0.568155769999395,0.10184423000060494,0.010014638993076086,9.624977623326128,1.2013699861515714,6.219290913009817,-0.032261946034348565,-0.05107723812913661,0.005031136670657696,0.0007763289562255463,7.985856229100196e-05,0.10098804248208838,0.00762270927102041,0.0007841245624865307,0.9915931661664931
0.9,0.06,1.2764055843971074,-0.01633152865040978,-0.00633152865040978,-0.006246546813435744,0.7251978138918048,0.017761578375996706,0.5681562528060718,0.10184374719392814,0.010017566420348234,9.622875491910031,1.2009826045991736,6.2161161670970255,-0.0322384216240033,-0.05104233068897946,0.005031634155974874,0.0007762679507211331,7.982221862338166e-05,0.10098765702458362,0.0076221463969013675,0.0007837714226224053,0.9915940821804762
0.9,0.07,1.2761972186742856,-0.0163199634205762,-0.006319963420576199,-0.006234973555196371,0.7250800458186791,0.01778509513705713,0.5681567356586882,0.10184326434131179,0.010020493724078983,9.620774879889058,1.200595630344437,6.21294521031483,-0.03221490486294287,-0.05100743123883807,0.005032133362524968,0.0007762069399555794,7.978590333779393e-05,0.10098727149801842,0.007621583469224269,0.0007834185584468693,0.9915949979723289
0.9,0.08,1.2759890345209328,-0.016308400659882247,-0.006308400659882247,-0.006223402737242368,0.7249623807631668,0.017808604238943454,0.5681572185574089,0.10184278144259101,0.010023420904370584,9.618675786050726,1.2002090629823765,6.209778038021871,-0.03219139576105655,-0.05097253979818401,0.005032634284516209,0.0007761459239082042,7.974961640650239e-05,0.10098688590227631,0.007621020487796862,0.000783065969692289,0.9915959135425109
0.9,0.09,1.275781031827924,-0.016296840375341497,-0.006296840375341498,-0.006211834366685594,0.7248448186637122,0.017832105671772347,0.568157701502399,0.10184229849760093,0.010026347961328841,9.616578209183476,1.1998229021085132,6.206614645583871,-0.032167894328227656,-0.05093765638647455,0.0050331369161623635,0.0007760849025583373,7.971335780179962e-05,0.10098650023724079,0.007620457452426992,0.0007827136560913088,0.9915968288914817
0.9,0.1,1.275573210486229,-0.01628528257396239,-0.006285282573962389,-0.006200268450632676,0.7247273594588134,0.017855599425666197,0.5681581844938233,0.10184181550617671,0.010029274895058449,9.614482148076936,1.1994371473188725,6.203455028373628,-0.032144400574333806,-0.050902781023153196,0.005033641251682852,0.0007760238758853081,7.967712749601075e-05,0.10098611450279539,0.007619894362922489,0.0007823616173768852,0.9915977440197006
0.9,0.11,1.275365570386912,-0.016273727262748155,-0.006273727262748154,-0.0061887049961849416,0.7246100030870211,0.01787908549075326,0.5681586675318463,0.10184133246815362,0.010032201705664101,9.612387601521784,1.1990517982099853,6.200299181770996,-0.03212091450924673,-0.05086791372764946,0.00503414728530272,0.0007759628438684517,7.964092546149015e-05,0.10098572869882368,0.007619331219091225,0.0007820098532822548,0.9915986589276266
0.9,0.12,1.275158111420903,-0.016262174448689964,-0.006262174448689965,-0.006177144010431483,0.7244927494868084,0.0179025638571899,0.5681591506166317,0.10184084938336821,0.010035128393250825,9.610294568309437,1.1986668543785737,6.197147101159731,-0.032097436142810104,-0.05083305451935943,0.00503465501125702,0.000775901806487289,7.960475167062073e-05,0.1009853428252103,0.007618768020742792,0.0007816583635409183,0.9915995736157163
0.9,0.125,1.2750544498286396,-0.016256398980272434,-0.006256398980272435,-0.006171364445523669,0.7244341612067219,0.017914300150357707,0.5681593921766102,0.10184060782338974,0.010036591690944174,9.609248618829268,1.1984745343157834,6.1955724716576475,-0.032085699849642296,-0.05081562795396211,0.005034909507063029,0.0007758712857788284,7.958667535793052e-05,0.10098514986225299,0.007618486401066372,0.0007814827214694985,0.9916000308774642
0.9,0.13,1.2749508334785966,-0.016250624138756307,-0.006250624138756307,-0.0061655855004384115,0.724375598596339,0.01792603451519778,0.568159633748339,0.1018403662516609,0.010038054957919651,9.608203047231825,1.1982823154210327,6.193998781922149,-0.03207396548480222,-0.050798203417615824,0.00503516442379792,0.0007758407637217951,7.956860609580726e-05,0.10098495688184331,0.007618204767690945,0.0007813071478865541,0.9916004880844225
0.9,0.14,1.2747437364503844,-0.01623907633990737,-0.00623907633990737,-0.006154029473263412,0.7242585503537736,0.01794949745501466,0.5681601169271273,0.1018398830728726,0.010040981399771165,9.606113037081691,1.1978981809341251,6.190854219446208,-0.03205050254498534,-0.0507633604417286,0.005035675517185185,0.0007757797155520425,7.953248870948466e-05,0.10098457086861108,0.007617641459750353,0.000780956206053127,0.9916014023341965
0.9,0.15,1.2745368202267502,-0.016227531059098108,-0.006227531059098107,-0.00614247593595884,0.724141604697325,0.017972952666884173,0.5681606001531556,0.10183939984684433,0.010043907718904732,9.604024536652922,1.1975144505151174,6.187713409126904,-0.03202704733311583,-0.05072852561099362,0.005036188285684187,0.0007757186619581015,7.949639948411656e-05,0.10098418478540211,0.007617078096735647,0.0007806055377748763,0.9916023163654895
0.9,0.16,1.274330084698275,-0.016215988303278184,-0.006215988303278185,-0.006130924895571662,0.724024761565261,0.017996400141055927,0.5681610834265828,0.10183891657341715,0.010046833915422604,9.601937544740467,1.197131123761778,6.184576346366271,-0.032003599858944076,-0.05069369894469248,0.005036702723565914,0.0007756576029200469,7.946033839219952e-05,0.10098379863210491,0.0076165146784614906,0.0007802551427863572,0.9916032301787522
0.9,0.17,1.2741235297556348,-0.01620444807939181,-0.0062044480793918095,-0.0061193763591432925,0.7239080208959028,0.01801983986778566,0.5681615667475678,0.10183843325243215,0.01004975998942692,9.599852060140288,1.196748200272378,6.181443026573349,-0.03198016013221433,-0.050658880462092014,0.005037218825107015,0.0007755965384179637,7.942430540625815e-05,0.10098341240860792,0.007615951204742641,0.0007799050208223947,0.991604143774435
0.9,0.18,1.2739171552896025,-0.016192910394377993,-0.006192910394377994,-0.006107830333709856,0.7237913826276267,0.018043271837335007,0.5681620501162695,0.10183794988373038,0.010052685941020711,9.597768081649427,1.1963656796456887,6.178313445164191,-0.031956728162664996,-0.05062407018244507,0.005037736584589668,0.0007755354684319376,7.938830049884904e-05,0.10098302611479959,0.0076153876753938575,0.000779555171618121,0.991605057152988
0.9,0.19,1.2737109611910429,-0.01618137525517039,-0.00618137525517039,-0.006096286826302013,0.7236748466988605,0.018066696039971533,0.5681625335328468,0.10183746646715307,0.010055611770307893,9.595685608066086,1.195983561480983,6.1751875975618455,-0.03193330396002847,-0.050589268124990025,0.005038255996301791,0.0007754743929420582,7.935232364255851e-05,0.10098263975056845,0.007614824090229914,0.0007792055949089525,0.9916059703148611
0.9,0.2,1.2735049473509203,-0.01616984266869717,-0.00616984266869717,-0.006084745843944854,0.7235584130480884,0.01809011246596902,0.5681630169974585,0.10183698300254138,0.010058537477392271,9.593604638189351,1.1956018453780326,6.172065479196339,-0.031909887534030984,-0.050554474308950416,0.00503877705453685,0.0007754133119284273,7.93163748100032e-05,0.10098225331580295,0.007614260449065705,0.0007788562904305976,0.9916068832605037
0.9,0.21,1.2732991136602911,-0.01615831264188128,-0.006158312641881277,-0.006073207393658143,0.7234420816138468,0.018113521105607155,0.5681635005102634,0.10183649948973653,0.01006146306237965,9.591525170819533,1.195220530937109,6.168947085504671,-0.03188647889439285,-0.0505196887535357,0.005039299753593953,0.0007753522253711425,7.928045397382979e-05,0.10098186681039155,0.007613696751716073,0.0007785072579190527,0.9916077959903649
0.9,0.22,1.2730934600103059,-0.016146785181640165,-0.006146785181640166,-0.0060616714824560545,0.7233258523347247,0.018136921949171922,0.5681639840714202,0.10183601592857977,0.010064388525374723,9.589447204757864,1.1948396177589775,6.165832411930764,-0.03186307805082808,-0.05048491147794047,0.005039824087777879,0.000775291133250317,7.924456110671554e-05,0.10098148023422275,0.007613132997996001,0.0007781584971106076,0.9916087085048934
0.9,0.23,1.2728879862919045,-0.01613526029487714,-0.0061352602948771375,-0.006050138117338419,0.7232097251491891,0.01816031498698467,0.5681644676810857,0.1018355323189142,0.01006731386648052,9.587370738806374,1.1944591054444949,6.162721453921367,-0.03183968501301533,-0.050450142501320024,0.00504035005140476,0.0007752300355462927,7.920869618136415e-05,0.10098109358718654,0.007612569187722576,0.0007778100077417919,0.9916096208045356
0.9,0.24,1.272682692395544,-0.016123737988473916,-0.006123737988473917,-0.00603860730528321,0.7230936999954282,0.018183700209428125,0.5681649513394136,0.10183504866058636,0.010070239085799182,9.585295771767495,1.1940789935942548,6.159614206922375,-0.03181629979057188,-0.05041538184276935,0.005040877638806928,0.0007751689322398413,7.917285917050179e-05,0.10098070686917601,0.007612005320716837,0.0007774617895493223,0.9916105328897339
0.9,0.25,1.2724775782117137,-0.01611221826930499,-0.00611221826930499,-0.006027079053261042,0.7229777768116472,0.018207077606897423,0.5681654350465567,0.10183456495344323,0.010073164183429295,9.583222302444634,1.1936992818092642,6.156510666385764,-0.03179292239310258,-0.05038062952136363,0.005041406844323625,0.0007751078233117916,7.913705004688395e-05,0.10098032008008455,0.007611441396800347,0.0007771138422701944,0.9916114447609294
0.9,0.26,1.2722726436309972,-0.016100701144239477,-0.0061007011442394754,-0.006015553368237071,0.7228619555361052,0.018230447169793815,0.5681659188026682,0.1018340811973317,0.010076089159472223,9.58115032964224,1.193319969691028,6.153410827770451,-0.03176955283020619,-0.05034588555616357,0.005041937662299592,0.0007750467087429771,7.91012687832959e-05,0.10097993321980542,0.007610877415794716,0.0007767661656416904,0.9916123564185636
0.9,0.27,1.2720678885440744,-0.016089186620140822,-0.006089186620140821,-0.006004030257170681,0.7227462361071152,0.018253808888524903,0.5681664026079011,0.10183359739209882,0.010079014014029108,9.579079852165819,1.1929410568415464,6.150314686542279,-0.0317461911114751,-0.050311149966214455,0.005042470087085324,0.0007749855885142338,7.906551535255352e-05,0.10097954628823204,0.007610313377521555,0.0007764187594013854,0.991613267863077
0.9,0.28,1.2718633128417194,-0.016077674703867253,-0.006077674703867252,-0.005992509727015938,0.7226306184630437,0.018277162753504314,0.5681668864624083,0.10183311353759161,0.01008193874720309,9.577010868821947,1.1925625428633158,6.147222238174001,-0.03172283724649569,-0.05027642277054751,0.005043004113036853,0.0007749244626064068,7.902978972750254e-05,0.1009791592852577,0.007609749281802565,0.0007760716232871419,0.9916141790949103
